service (원래 사업 이름)	띄어쓰기한 사업 이름 	category_one	category_two	category_three	assigned	summary
서울신용보증재단 출연	서울신용보증재단 출연	산업중소기업	산업진흥고도화	산업진흥 	19000000000	95000000000
서울안전통합상황실 운영	서울 안전 통합 상황실 운영	공공질서및안전	재난방재및민방위	민방위 	85529000	340529000
서울앱창업센터 운영	서울 앱 창업센터 운영	일반공공행정	일반행정	일반행정지원 	445120000	2273960000
서울약령시 공영주차장 건설	서울약령시 공영 주차장 건설	수송및교통	물류등기타	교통관리 	0	3000000000
서울약령시 한방문화축제	서울약령시 한방 문화 축제	문화체육관광	관광	관광정책 	150000000	300000000
서울어울림 종합체육관 건립	서울 어울림 종합 체육관 건립	문화체육관광	체육	체육정책 	0	100000000
서울에너지드림센터 운영	서울 에너지 드림센터 운영	환경보호	환경보호일반	도시환경 	665270000	3337982000
서울여성가족재단 운영지원	서울 여성 가족 재단 운영 지원	사회복지	보육가족및여성	가족기능강화 	4690262000	24804978000
서울여성합창페스티벌	서울 여성 합창 페스티벌	문화체육관광	문화예술	지역문화예술진흥 	70000000	350000000
서울역 관광버스 주차장 설치	서울역 관광버스 주차장 설치	수송및교통	물류등기타	교통관리 	99000000	99000000
서울역고가 보수공사	서울역 고가 보수 공사	수송및교통	도로	도로관리 	500000000	500000000
서울역광장~남대문로5가 12-18주변 하수관개량	서울역 광장 남대문로5가 12-18주변 하수관 개량	환경보호	상하수도및수질	상수도 	0	400000000
서울연구원 출연	서울연구원 출연	일반공공행정	일반행정	일반행정지원 	15667483000	78182345000
서울영어마을 사회적배려계층학생 참여지원	서울영어마을 사회적 배려 계층 학생 참여 지원	교육	평생직업교육	평생직업교육기반 	1742700000	9020800000
서울영어마을 운영 활성화	서울영어마을 운영 활성화	교육	평생직업교육	평생직업교육기반 	597100000	3068838000
서울오픈 IT 개발센터 구축 및 운영	서울 오픈 IT 개발 센터 구축 운영	일반공공행정	일반행정	일반행정지원 	0	400000000
서울온드림다문화가족교육센터 운영 지원	서울 온드림 다문화 가족 교육 센터 운영 지원	사회복지	보육가족및여성	가족기능강화 	296991000	1513823000
서울우수공공디자인 인증제 및 디자인서울클리닉	서울 우수 공공 디자인 인증제 디자인 서울 클리닉	지역개발	지역및도시	건설건축 	206000000	1064000000
서울월드컵경기장 위탁운영	서울 월드컵 경기장 위탁운영	문화체육관광	체육	체육정책 	11383738000	50353634000
서울응급의료정보센터 운영지원	서울 응급 의료 정보 센터 운영 지원	보건	보건의료	지역보건 	137800000	890640000
서울인쇄센터 지원	서울 인쇄 센터 지원	산업중소기업	산업진흥고도화	산업진흥 	453696000	2349874000
서울일자리박람회	서울 일자리 박람회	산업중소기업	산업중소기업일반	지역경제 	0	251000000
서울일자리플러스센터 운영	서울 일자리 플러스 센터 운영	산업중소기업	산업중소기업일반	지역경제 	614420000	2785390000
서울일자리플러스센터 전산망 관리	서울 일자리 플러스 센터 전산망 관리	산업중소기업	산업중소기업일반	지역경제 	968739000	2893199000
서울장학사업 추진	서울 장학 사업 추진	교육	유아및초중등교육	유아교육 	10187856000	52355760000
서울재가관리사 운영	서울 재가 관리사 운영	사회복지	노인청소년	노인생활안정 	4212590000	18655855000
서울제물포터널 건설	서울 제물포 터널 건설	수송및교통	도로	도로관리 	4000000000	50730000000
서울종합방재센터 시설보강 및 유지관리	서울 종합 방재 센터 시설 보강 유지 관리	공공질서및안전	재난방재및민방위	민방위 	101375000	357151000
서울지도 홈페이지 성능개선 및 운영	서울 지도 홈페이지 성능 개선 운영	일반공공행정	일반행정	일반행정지원 	217580000	1120846000
서울지역 노동단체 지원	서울 지역 노동 단체 지원	사회복지	노동	고용정책 	3506000000	17530000000
서울지역 산지관리계획 수립	서울 지역 산지 관리 계획 수립	환경보호	자연	생태계 	0	100000000
서울창의상 운영	서울 창의상 운영	일반공공행정	일반행정	일반행정지원 	331780000	1639120000
서울추모공원 화장로 유지보수	서울 추모 공원 화장로 유지 보수 	사회복지	노인청소년	노인생활안정 	1202000000	6104910000
서울추모공원시설 위탁·운영	서울 추모 공원 시설 위탁 운영	사회복지	노인청소년	노인생활안정 	8130272000	41378704000
서울클린데이 운영	서울 클린데이 운영	환경보호	폐기물	폐기물관리일반 	61000000	305000000
서울-타시도 연계 글로벌 문화체험 상품개발·운영	서울 타시도 연계 글로벌 문화 체험 상품 개발 운영	일반공공행정	일반행정	일반행정지원 	150000000	0
서울특별시 교통문화상	서울특별시 교통문화상	수송및교통	물류등기타	교통관리 	10665000	53925000
서울특별시 동부병원 운영보조	서울특별시 동부병원 운영 보조	보건	보건의료	지역보건 	5048952000	24799091000
서울특별시 문화상 시상	서울특별시 문화상 시상	문화체육관광	문화예술	지역문화예술진흥 	35000000	175000000
서울특별시 보라매병원 운영보조	서울특별시 보라매병원 운영 보조	보건	보건의료	지역보건 	9132222000	46399647000
서울특별시 봉사상 시상 및 명예의 전당 설치	서울특별시 봉사상 시상 명예의 전당 설치	일반공공행정	일반행정	일반행정지원 	79544000	184304000
서울특별시 북부병원 운영보조	서울특별시 북부병원 운영 보조	보건	보건의료	지역보건 	5128044000	24612533000
서울특별시 서남병원 운영보조	서울특별시 서남병원 운영 보조	보건	보건의료	지역보건 	9246674000	50823775000
서울특별시 서울의료원 운영보조	서울특별시 서울의료원 운영 보조	보건	보건의료	지역보건 	18974824000	93160358000
서울특별시 소상공인 종합지원	서울특별시 소상공인 종합 지원	산업중소기업	산업진흥고도화	산업진흥 	5424475000	23774812000
서울특별시 수질 및 수생태계 보전계획 수립 연구	서울특별시 수질 수생태계 보전 계획 수립 연구	환경보호	상하수도및수질	상수도 	128000000	128000000
서울특별시 안전관리계획수립	서울특별시 안전 관리 계획 수립	공공질서및안전	재난방재및민방위	민방위 	205472000	1037450000
서울특별시 인권위원회 운영	서울특별시 인권 위원회 운영	일반공공행정	일반행정	일반행정지원 	90000000	279180000
서울특별시 장애인치과병원 운영보조	서울특별시 장애인 치과 병원 운영 보조	보건	보건의료	지역보건 	1746810000	9030791000
서울특별시 제대혈은행 운영	서울특별시 제대혈 은행 운영	보건	보건의료	지역보건 	559508000	2833056000
서울특별시 중소유통 물류센터 운영	서울특별시 중소유통 물류센터 운영	산업중소기업	산업진흥고도화	산업진흥 	800000000	2588570000
서울특별시 청년일자리 허브 운영	서울특별시 청년 일자리 허브 운영	사회복지	노동	고용정책 	2981552000	12007752000
서울특별시 치매센터 운영	서울특별시 치매 센터 운영	보건	보건의료	지역보건 	893479000	4451250000
서울특별시 토목상 시상	서울특별시 토목상 시상	수송및교통	도로	도로관리 	11850000	59250000
서울특별시 환경상 시상	서울특별시 환경상 시상	환경보호	환경보호일반	도시환경 	27000000	135000000
서울특별시기술교육원 운영 지원	서울특별시 기술교육원 운영 지원	사회복지	노동	고용정책 	21991008000	1.11983E+11
서울특별시보 발행	서울특별시보 발행	일반공공행정	일반행정	일반행정지원 	60231000	301155000
서울특별시복지상 시상	서울특별시 복지상 시상	사회복지	취약계층지원	장애인생활안정지원 	35100000	175500000
서울특별시장기 생활체육대회 개최	서울특별시 장기 생활 체육대회 개최	문화체육관광	체육	체육정책 	420000000	2100000000
서울특별시청 직장운동경기부 우수선수 육성	서울특별시청 직장 운동 경기부 우수 선수 육성	문화체육관광	체육	체육정책 	470000000	0
서울특별시청 직장운동경기부 펜싱전용훈련장 조성	서울특별시청 직장 운동 경기부 펜싱 전용 훈련장 조성	문화체육관광	체육	체육정책 	0	0
서울특별시체육회 육성	서울특별시 체육회 육성	문화체육관광	체육	체육정책 	10170876000	50036578000
서울파트너스하우스 운영	서울 파트너스 하우스 운영	산업중소기업	산업진흥고도화	산업진흥 	1000000000	5000000000
서울포커스전	서울 포커스전	문화체육관광	문화예술	지역문화예술진흥 	68900000	353500000
서울풍물시장 활성화	서울 풍물 시장 활성화	수송및교통	도로	도로관리 	1993299000	10043629000
서울-프라하(체코) 교류 특별전	서울 프라하 체코 교류 특별전	문화체육관광	문화예술	지역문화예술진흥 	0	20000000
서울햇빛지도 시스템 고도화	서울 햇빛 지도 시스템 고도화	환경보호	대기	대기보전 	136475000	0
서울혁신파크 조성 기반 마련	서울 혁신 파크 조성 기반 마련	일반공공행정	일반행정	일반행정지원 	1684100000	2061020000
서울형 GT 육성을 위한 R&D 지원 	서울형 GT 육성 R&D 지원 	환경보호	대기	대기보전 	464973000	3578180000
서울형 공공건축가 운영	서울형 공공 건축가 운영	지역개발	지역및도시	건설건축 	94000000	704000000
서울형 공동물류 추진방안 연구용역	서울형 공동 물류 추진 방안 연구 용역	수송및교통	물류등기타	교통관리 	0	0
서울형 기초보장제도 도입	서울형 기초 보장 제도 도입	사회복지	취약계층지원	장애인생활안정지원 	27441300000	1.54923E+11
서울형 뉴딜일자리	서울형 뉴딜 일자리	사회복지	노동	고용정책 	20085000000	66707000000
서울형 마이크로크레딧 지원	서울형 마이크로 크레딧 지원	산업중소기업	산업진흥고도화	산업진흥 	1073376000	6903504000
서울형 빅데이터 공유·활용 플랫폼 구축	서울형 빅데이터 공유 활용 플랫폼 구축	일반공공행정	일반행정	일반행정지원 	1496434000	1496434000
서울형 사회적기업 지원	서울형 사회적 기업 지원	사회복지	사회복지일반	사회복지기반조성 	0	3278035000
서울형 지도태깅	서울형 지도 태깅	일반공공행정	일반행정	일반행정지원 	0	240000000
서울형 특화산업지구 지정·운영	서울형 특화 산업 지구 지정 운영	산업중소기업	산업진흥고도화	산업진흥 	3320659000	21086009000
서울형 햇빛발전 지원	서울형 햇빛 발전 지원	환경보호	대기	대기보전 	104000000	0
서울희망 「앱」아카데미	서울희망 앱 아카데미	사회복지	취약계층지원	장애인생활안정지원 	45000000	226200000
서울희망 정책지도 서비스 구축	서울희망 정책 지도 서비스 구축	일반공공행정	일반행정	일반행정지원 	597200000	597200000
서원동 1639~1640간외1개소 하수관정비	서원동 1639 1640 1개소 하수관 정비	환경보호	상하수도및수질	상수도 	0	600000000
서원동 1641-20~86-10호 외 2개소 하수관 개량	서원동 1641-20 86-10호 2개소 하수관 개량	환경보호	상하수도및수질	상수도 	650000000	650000000
서인사마당 지하주차장 건설	서인사 마당 지하 주차장 건설	수송및교통	물류등기타	교통관리 	0	3000000000
서초방배종합행정문화센터	서초 방배 종합 행정 문화 센터	문화체육관광	체육	체육정책 	0	1610000000
서초빗물펌프장 시설용량증대	서초 빗물 펌프장 시설 용량 증대	지역개발	수자원	하천 	0	0
서초역~방배로간 도로개설	서초역 방배로 도로 개설	수송및교통	도로	도로관리 	0	18000000000
서촌 현장사무소 운영 및 마을공동체 활성화	서촌 현장 사무소 운영 마을 공동체 활성화	지역개발	지역및도시	건설건축 	94000000	454000000
서하남IC입구 하수관개량	서하남IC 입구 하수관 개량	환경보호	상하수도및수질	상수도 	0	0
서호교 보수공사	서호교 보수 공사	수송및교통	도로	도로관리 	0	1141293000
석관동 223~332번지 침수방지	석관동 223 332번지 침수 방지	환경보호	상하수도및수질	상수도 	3000000000	8382000000
석관동 338-154~246-11간 사각형거 보수보강	석관동 338-154 246-11 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	0	100000000
석관동 두산아파트 방음시설설치	석관동 두산아파트 방음 시설 설치	수송및교통	도로	도로관리 	1000000000	1000000000
석면 슬레이트 지붕 교체 사업	석면 슬레이트 지붕 교체 사업	환경보호	폐기물	폐기물관리일반 	1753600000	8477000000
석면피해 구제급여 지급	석면 피해 구제 급여 지급	환경보호	대기	대기보전 	150000000	750000000
석촌 지하보차도 복개사업 타당성조사 용역	석촌 지하보차도 복개 사업 타당성 조사 용역	수송및교통	도로	도로관리 	0	29000000
석촌역 사거리 하수관개량	석촌역 사거리 하수관 개량	환경보호	상하수도및수질	상수도 	0	0
석촌호수 및 석촌동 고분군 관광명소화 사업	석촌호수 석촌동 고분군 관광 명소화 사업	문화체육관광	관광	관광정책 	0	500000000
선농단 정비 및 역사문화공원 조성	선농단 정비 역사 문화 공원 조성	문화체육관광	문화재	문화재보존정책 	0	3859000000
선농대제 지원	선농 대제 지원	문화체육관광	문화예술	지역문화예술진흥 	60000000	120000000
선도농가경영 육성	선도 농가 경영 육성	농림해양수산	농업농촌	농림진흥 	62000000	364000000
선릉로 753~선릉로142길 22외 3개소 하수관거 보수보강	선릉로 753 선릉로 142길22 3개소 하수관거 보수 보강	환경보호	상하수도및수질	상수도 	0	710000000
선릉로153길 25 ~ 선릉로 801 외 2개소 사각형거 보수보강	선릉로 153길 25 선릉로 801 2개소 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	0	0
선사 · 고대 기획전	선사 고대 기획전	문화체육관광	문화재	문화재보존정책 	250300000	1254000000
선사로~고덕지구간 도로확장(교통개선분담금 계정)	선사로 고덕지구 도로 확장 교통 개선 분담금 계정 	수송및교통	도로	도로관리 	4300000000	19023000000
선사로~고덕지구간 도로확장(도시개발특별회계)	선사로 고덕지구간 도로 확장 도시 개발 특별회계 	수송및교통	도로	도로관리 	8224000000	8224000000
선유도공원 유지관리	선유도공원 유지 관리	지역개발	지역및도시	건설건축 	837164000	3530205000
선제적 식중독 예방활동 강화	선제적 식중독 예방 활동 강화	보건	식품의약안전	식품안전 	174000000	0
선진도서관 및 미래지향 서비스 환경개선	선진 도서관 미래 지향 서비스 환경 개선	문화체육관광	문화예술	지역문화예술진흥 	0	0
선택적 복지제도 운영	선택적 복지 제도 운영	환경보호	상하수도및수질	상수도 	4506665000	24760310000
선택적 복지제도 운영	선택적 복지 제도 운영	환경보호	상하수도및수질	상수도 	16965102000	84838694000
성과주의예산운영(재정정보)	성과주의 예산 운영 재정 정보 	일반공공행정	일반행정	일반행정지원 	254149000	1169944000
성내교 보수공사	성내교 보수 공사	수송및교통	도로	도로관리 	500000000	1300000000
성내배수분구 하수관로 종합정비	성내 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	2500000000	19500000000
성내유수지 정비	성내 유수지 정비	지역개발	수자원	하천 	2800000000	2800000000
성내천 물놀이장 화장실 및 탈의실 설치(송파구, 주민참여)	성내천 물놀이장 화장실 탈의실 설치 송파구 주민참여 	지역개발	수자원	하천 	250000000	250000000
성내천 자전거도로 조명등 설치(송파구, 주민참여)	성내천 자전거 도로 조명등 설치 송파구 주민참여 	수송및교통	도로	도로관리 	60000000	60000000
성대앞~혜화로타리 하수관 용량증설	성대앞 혜화로타리 하수관 용량 증설	환경보호	상하수도및수질	상수도 	0	0
성동교 확장 및 연결도로 건설(교통개선분담금 계정)	성동교 확장 연결도로 건설 교통 개선 분담금 계정 	수송및교통	도로	도로관리 	0	0
성동구 송정동 경로당 신축 사업(주민참여)	성동구 송정동 경로당 신축 사업 주민참여 	사회복지	노인청소년	노인생활안정 	130000000	130000000
성동소방서 건립 타당성 조사	성동소방서 건립 타당성 조사	공공질서및안전	재난방재및민방위	민방위 	0	0
성동소방서 신설	성동소방서 신설	공공질서및안전	재난방재및민방위	민방위 	3700000000	30799500000
성매개감염병 진단법 개선비	성매개 감염병 진단법 개선비	보건	보건의료	지역보건 	26400000	132000000
성매매 피해 십대여성 자립지원	성매매 피해 십대 여성 자립 지원	사회복지	보육가족및여성	가족기능강화 	266000000	1322000000
성매매위기 십대여성 몸·치유센터 운영	성매매 위기 십대 여성 몸 치유 센터 운영	사회복지	보육가족및여성	가족기능강화 	0	0
성매매위기 십대여성 일자리지원센터 운영	성매매 위기 십대 여성 일자리 지원센터 운영	사회복지	보육가족및여성	가족기능강화 	0	0
성매매위기 십대여성 전용 일시지원시설 운영	성매매 위기 십대 여성 전용 일시 지원 시설 운영	사회복지	보육가족및여성	가족기능강화 	651556000	3136091000
성매매위기 십대여성 현장상담	성매매 위기 십대 여성 현장 상담	사회복지	보육가족및여성	가족기능강화 	100000000	500000000
성매매피해여성 보호 및 지원	성매매 피해 여성 보호 지원	사회복지	보육가족및여성	가족기능강화 	3229094000	15579534000
성매매피해자 구조지원	성매매 피해자 구조 지원	사회복지	보육가족및여성	가족기능강화 	660000000	3320000000
성북 예술창작센터 운영	성북 예술 창작 센터 운영	문화체육관광	문화예술	지역문화예술진흥 	489994000	2483600000
성북 제조업 지원센터 운영(의류봉제)	성북 제조업 지원센터 운영 의류 봉제 	산업중소기업	산업진흥고도화	산업진흥 	1200000000	1200000000
성북구 자전거 교통안전 교육장 설치(주민참여)	성북구 자전거 교통 안전 교육장 설치 주민참여 	수송및교통	물류등기타	교통관리 	77000000	77000000
성북구의회 옥상 태양광 나눔발전소 설치(주민참여)	성북구의회 옥상 태양광 나눔 발전소 설치 주민참여 	환경보호	대기	대기보전 	0	230000000
성북동 330-156번지 외 1개소 하수관개량	성북동 330 156번지 1개소 하수관 개량	환경보호	상하수도및수질	상수도 	0	0
성북동 전통문화지구 지구단위계획 수립	성북동 전통 문화 지구 지구 단위 계획 수립	지역개발	지역및도시	건설건축 	0	0
성북동길 확장(성북동길 재해 위험 무허가 건물 정비)	성북동길 확장 성북동길 재해 위험 무허가 건물 정비 	수송및교통	도로	도로관리 	0	2500000000
성북천 가압펌프장 증설	성북천 가압 펌프장 증설	지역개발	수자원	하천 	0	800000000
성북천 산책로 정비(주민참여)	성북천 산책로 정비 주민참여 	지역개발	수자원	하천 	0	350000000
성산근린공원(마포) 조성	성산 근린공원 마포 조성	지역개발	지역및도시	건설건축 	1000000000	22728785000
성산녹지(마포)보상	성산녹지 마포 보상	지역개발	지역및도시	건설건축 	0	6000000000
성산대교 보수	성산대교 보수	수송및교통	도로	도로관리 	0	2145000000
성산대교 성능 개선	성산대교 성능 개선	수송및교통	도로	도로관리 	847000000	4987000000
성산동 133번지일대 하수관 개량	성산동 133번지 일대 하수관 개량	환경보호	상하수도및수질	상수도 	0	0
성산지하차도 보수공사	성산 지하차도 보수 공사	수송및교통	도로	도로관리 	0	0
성수 구두 안내시스템 개발 및 설치	성수 구두 안내 시스템 개발 설치	지역개발	지역및도시	건설건축 	220000000	220000000
성수1가동 656-335~656-365간 침수방지	성수1가동 656-335 656-365 침수 방지	환경보호	상하수도및수질	상수도 	0	750000000
성수2 배수분구 하수관로 종합정비	성수2 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	5000000000	22235700000
성수대교 보수공사	성수대교 보수 공사	수송및교통	도로	도로관리 	0	0
성수동 구의로 하수관로 유로변경	성수동 구의로 하수관로 유로 변경	환경보호	상하수도및수질	상수도 	1200000000	1200000000
성수동 샘터마을 만들기(주민참여)	성수동 샘터마을 만들기 주민참여 	일반공공행정	일반행정	일반행정지원 	0	80000000
성암로 병목구간 개선	성암로 병목구간 개선	수송및교통	도로	도로관리 	3500000000	7500000000
성인지 통계지표 구축	성인지 통계지표 구축	사회복지	보육가족및여성	가족기능강화 	0	0
성장단계별 사회적경제조직 맞춤형 지원	성장단계별 사회적 경제 조직 맞춤형 지원	사회복지	사회복지일반	사회복지기반조성 	4171950000	20471950000
성주류화정책 추진 및 젠더거버넌스 운영	성주류화 정책 추진 젠더 거버넌스 운영	사회복지	보육가족및여성	가족기능강화 	74800000	372000000
성폭력 방지 및 피해자 지원	성폭력 방지 피해자 지원	사회복지	보육가족및여성	가족기능강화 	4915110000	24246855000
세계 태권도 포럼	세계 태권도 포럼	문화체육관광	체육	체육정책 	100000000	200000000
세계거리 춤축제 지원	세계 거리 춤 축제 지원	문화체육관광	문화예술	지역문화예술진흥 	150000000	150000000
세계도로대회 개최지원	세계 도로 대회 개최 지원	수송및교통	도로	도로관리 	300000000	750000000
세계도시 전자정부 협의체 운영	세계 도시 전자정부 협의체 운영	일반공공행정	일반행정	일반행정지원 	635669000	2714369000
세계시공연축제	세계시 공연 축제	문화체육관광	문화예술	지역문화예술진흥 	50000000	50000000
세계유산 등재신청용 첨부자료 제작	세계유산 등재 신청용 첨부자료 제작	문화체육관광	문화재	문화재보존정책 	230000000	295000000
세계유수동물원과 교류 및 동물확보	세계 유수 동물원 교류 동물 확보	지역개발	지역및도시	건설건축 	314620000	1723300000
세계인권선언의 날 기념 인권문화 행사 개최	세계 인권 선언의 날 기념 인권 문화 행사 개최	일반공공행정	일반행정	일반행정지원 	45300000	337572000
세계테니스대회	세계 테니스대회	문화체육관광	체육	체육정책 	300000000	600000000
세계한시인대회 개최	세계 한시인 대회 개최	문화체육관광	문화재	문화재보존정책 	0	0
세곡천 하천정비	세곡천 하천 정비	지역개발	수자원	하천 	0	3053000000
세대통합 복지공동체 사업	세대통합 복지 공동체 사업	사회복지	노인청소년	노인생활안정 	255000000	0
세무공무원 전문교육 강좌 개설 운영	세무 공무원 전문 교육 강좌 개설 운영	일반공공행정	일반행정	일반행정지원 	1400000	7000000
세무공무원 정책토론회	세무 공무원 정책 토론회	일반공공행정	일반행정	일반행정지원 	9880000	49400000
세무공무원 직무역량 강화를 위한 연찬회	세무 공무원 직무 역량 강화 연찬회	일반공공행정	일반행정	일반행정지원 	30000000	150000000
세무조사 인터넷 신고시스템 운영	세무 조사 인터넷 신고 시스템 운영	일반공공행정	일반행정	일반행정지원 	41798000	192392000
세무종합시스템 노후장비 교체 및 증설	세무 종합 시스템 노후 장비 교체 증설	일반공공행정	일반행정	일반행정지원 	0	5489234000
세무종합시스템 운영 및 유지보수	세무 종합 시스템 운영 유지 보수 	일반공공행정	일반행정	일반행정지원 	2359142000	6329776000
세외수입 아이디어 발굴 경진대회 개최	세외수입 아이디어 발굴 경진대회 개최	일반공공행정	일반행정	일반행정지원 	13580000	74900000
세외수입종합시스템 운영 및 유지보수	세외수입 종합 시스템 운영 유지 보수 	일반공공행정	일반행정	일반행정지원 	471453000	2298394000
세외수입종합징수시스템 인프라 개선	세외수입 종합 징수 시스템 인프라 개선	일반공공행정	일반행정	일반행정지원 	3380000000	3380000000
세운상가군 활성화 방안 수립 용역(주택사업)	세운상가군 활성화 방안 수립 용역 주택 사업 	지역개발	지역및도시	건설건축 	300600000	435600000
세월호 희생자 합동분향소 설치·운영	세월호 희생자 합동 분향소 설치 운영	일반공공행정	일반행정	일반행정지원 	0	520000000
세이프약국 운영	세이프약국 운영	보건	보건의료	지역보건 	200000000	1000000000
세종대왕 디지털미디어센터 건립 기본조사	세종대왕 디지털 미디어 센터 건립 기본조사	문화체육관광	문화예술	지역문화예술진흥 	0	0
세종로 주차장 저류시설 보완공사	세종로 주차장 저류시설 보완 공사	환경보호	상하수도및수질	상수도 	730000000	730000000
세종문화회관 예술단 근무형태 실태분석 및 개선방안 연구	세종문화회관 예술단 근무 형태 실태 분석 개선 방안 연구	문화체육관광	문화예술	지역문화예술진흥 	0	69000000
세종문화회관 예술동 신축공사	세종문화회관 예술동 신축 공사	문화체육관광	문화예술	지역문화예술진흥 	0	0
세종문화회관 전시관 리모델링	세종문화회관 전시관 리모델링	문화체육관광	문화예술	지역문화예술진흥 	3000000000	3000000000
세종문화회관 출연금	세종문화회관 출연금	문화체육관광	문화예술	지역문화예술진흥 	19828107000	1.02141E+11
세종사이버대 하수암거 이설	세종사이버대 하수암거 이설	환경보호	상하수도및수질	상수도 	0	800000000
세진이의 발에 날개를! 장애인 보조신발 지원(주민참여)	세진이의 발에 날개를 장애인 보조 신발 지원 주민참여 	사회복지	취약계층지원	장애인생활안정지원 	200000000	200000000
세척갱생관로 정비	세척 갱생관로 정비	환경보호	상하수도및수질	상수도 	24660000000	2.23968E+11
소규모 건물 에너지 진단 사업	소규모 건물 에너지 진단 사업	환경보호	대기	대기보전 	300000000	1500000000
소규모 공동주택 시설물 및 안전 점검	소규모 공동 주택 시설물 안전 점검	지역개발	지역및도시	건설건축 	18180000	91080000
소규모 생물서식공간 조성	소규모 생물 서식 공간 조성	환경보호	자연	생태계 	1095000000	5702800000
소규모노인복지센터 건립 지원	소규모 노인 복지 센터 건립 지원	사회복지	노인청소년	노인생활안정 	4050000000	14050000000
소년소녀가정 및 가정위탁아동 상해보험료 지원	소년소녀가정 가정 위탁 아동 상해 보험료 지원	사회복지	노인청소년	노인생활안정 	83512000	431628000
소년소녀가정 및 가정위탁아동 지원	소년소녀가정 가정 위탁 아동 지원	사회복지	노인청소년	노인생활안정 	3132600000	15663000000
소방 인재 채용 및 양성	소방 인재 채용 양성	공공질서및안전	재난방재및민방위	민방위 	2145755000	10094651000
소방공무원 보건복지 증진	소방 공무원 보건 복지 증진	공공질서및안전	재난방재및민방위	민방위 	15799803000	80487562000
소방공무원 피복비	소방 공무원 피복비	공공질서및안전	재난방재및민방위	민방위 	2890328000	13303666000
소방관서 보수, 보강공사	소방관서 보수 보강 공사	공공질서및안전	재난방재및민방위	민방위 	3833359000	20740717000
소방보조인력 양성 및 운영	소방 보조 인력 양성 운영	공공질서및안전	재난방재및민방위	민방위 	539379000	2646536000
소방용수시설 보수	소방 용수 시설 보수	공공질서및안전	재난방재및민방위	민방위 	2297040000	11693810000
소방용수시설 설치	소방 용수 시설 설치	공공질서및안전	재난방재및민방위	민방위 	1900000000	15800000000
소방직무능력 제고	소방 직무 능력 제고	공공질서및안전	재난방재및민방위	민방위 	903553000	4177096000
소방차량 대폐차	소방 차량 대폐차	공공질서및안전	재난방재및민방위	민방위 	3801110000	19425464000
소방차량 유지관리	소방 차량 유지 관리	공공질서및안전	재난방재및민방위	민방위 	4110772000	20297931000
소방차량 증차	소방 차량 증차	공공질서및안전	재난방재및민방위	민방위 	370000000	1480000000
소방청렴도 향상 및 투명성 제고	소방 청렴도 향상 투명성 제고	공공질서및안전	재난방재및민방위	민방위 	59878000	514517000
소방청사 시설물 관리	소방청사 시설물 관리	공공질서및안전	재난방재및민방위	민방위 	3034743000	15603119000
소방통신망 보강 및 유지관리	소방 통신망 보강 유지 관리	공공질서및안전	재난방재및민방위	민방위 	1024241000	5122221000
소방학교 교육기자재 등 비품구입	소방학교 교육 기자재 비품 구입	공공질서및안전	재난방재및민방위	민방위 	0	0
소방학교 교육훈련 시설확충 및 보수	소방학교 교육 훈련 시설 확충 보수	공공질서및안전	재난방재및민방위	민방위 	0	0
소방학교 청사 및 시설장비 유지관리	소방학교 청사 시설 장비 유지 관리	공공질서및안전	재난방재및민방위	민방위 	456269000	1964995000
소방항공대 운영	소방항공대 운영	공공질서및안전	재난방재및민방위	민방위 	1524959000	7951999000
소방행정타운 건립	소방 행정 타운 건립	공공질서및안전	재난방재및민방위	민방위 	15313703000	1.17159E+11
소방화재 안전·보조장비 보급 및 유지관리	소방 화재 안전 보조 장비 보급 유지 관리	공공질서및안전	재난방재및민방위	민방위 	2271191000	11747311000
소방활동지원	소방 활동 지원	공공질서및안전	재난방재및민방위	민방위 	17682205000	87876513000
소비생활센터 운영	소비 생활 센터 운영	산업중소기업	산업중소기업일반	지역경제 	29688000	147638000
소비자단체 보조금 지원	소비자 단체 보조금 지원	산업중소기업	산업중소기업일반	지역경제 	625700000	3028500000
소비자단체 협력사업	소비자 단체 협력 사업	산업중소기업	산업중소기업일반	지역경제 	50000000	50000000
소비자식품위생감시원 교육 및 운영	소비자 식품 위생 감시원 교육 운영	보건	식품의약안전	식품안전 	49460000	0
소셜미디어를 통한 시민과의 소통 활성화	소셜미디어 시민 소통 활성화	일반공공행정	일반행정	일반행정지원 	280395000	1409275000
소셜임팩트본드 지원	소셜 임팩트 본드 지원	산업중소기업	산업진흥고도화	산업진흥 	1000000000	0
소셜하우징 사업 융자	소셜 하우징 사업 융자	산업중소기업	산업진흥고도화	산업진흥 	5000000000	0
소송비용	소송 비용	지역개발	지역및도시	건설건축 	0	0
소아응급센터 운영	소아 응급 센터 운영	보건	보건의료	지역보건 	0	0
소외 청소년 공연예술교육 지원(주민참여)	소외 청소년 공연 예술 교육 지원 주민참여 	문화체육관광	문화예술	지역문화예술진흥 	55000000	55000000
소외·낙후지역 도시경관개선	소외 낙후 지역 도시 경관 개선	지역개발	지역및도시	건설건축 	318500000	4464380000
소외·낙후지역 생활환경개선	소외 낙후 지역 생활 환경개선	지역개발	지역및도시	건설건축 	0	0
